#,Category,Term,Slug,Current Default Source(s),Your Verified Source URL,Your Notes
273,Strata,Cash to Close,cash-to-close,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
274,Strata,Civil Resolution Tribunal (CRT),civil-resolution-tribunal-crt,Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/,,
275,Strata,Closing Costs,closing-costs,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
276,Strata,Common Property vs Limited Common Property,common-property-vs-limited-common-property,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
277,Strata,Conditional Offer,conditional-offer,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
278,Strata,Contingency Reserve Fund (CRF),contingency-reserve-fund-crf,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca",,
279,Strata,Cooperative (Co-op),cooperative-co-op,"Cooperative Association Act (SBC 1999, c. 28) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/99028_01",,
280,Strata,Council Meeting Minutes,council-meeting-minutes,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
281,Strata,Debt Service Ratio,debt-service-ratio,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
282,Strata,Depreciation Report,depreciation-report,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca",,
283,Strata,Detached House,detached-house,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
284,Strata,Duplex,duplex,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
285,Strata,Earthquake Insurance,earthquake-insurance,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
286,Strata,Electrical Planning Report (EPR),electrical-planning-report-epr,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
287,Strata,Empty Homes Tax (Vancouver),empty-homes-tax-vancouver,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
288,Strata,Engineer's Report,engineer-s-report,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
289,Strata,Equestrian Zoning,equestrian-zoning,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
290,Strata,EV Ready Plan,ev-ready-plan,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
291,Strata,Fee Simple,fee-simple,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
292,Strata,Financial Statements,financial-statements,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
293,Strata,Floor Space Ratio (FSR),floor-space-ratio-fsr,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
294,Strata,Form B — Strata Information Certificate,form-b-strata-information-certificate,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing",,
295,Strata,Form F — Certificate of Payment,form-f-certificate-of-payment,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing",,
296,Strata,Form G — Certificate of Lien,form-g-certificate-of-lien,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
297,Strata,Form H — Acknowledgment of Payment,form-h-acknowledgment-of-payment,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
298,Strata,Form I — Rental Disclosure Statement,form-i-rental-disclosure-statement,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
299,Strata,Form K — Notice of Tenant's Responsibilities,form-k-notice-of-tenant-s-responsibilities,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
